Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
J2,Stemma-QT_Qwicc,JST_SH_SM04B-SRSS-TB_1x04-1MP_P1.00mm_Horizontal,110.0,-103.3,180.0,top
J4,Stemma-QT_Qwicc,JST_SH_SM04B-SRSS-TB_1x04-1MP_P1.00mm_Horizontal,110.0,-130.725,0.0,top
